12,60,3,78
12,60,3,78
12,60,3,77
12,60,3,78
12,60,2,105
12,60,3,77
12,60,2,105
12,60,3,78
12,60,3,77
12,60,2,105
12,60,3,77
12,60,2,105
12,60,2,105
12,60,2,106
12,60,2,105
12,60,2,105
12,60,2,106
12,60,2,106
12,60,2,106
12,60,3,78
12,60,3,77
12,60,2,106
12,60,2,106
12,60,3,77
12,60,2,106
12,60,2,106
12,60,3,77
12,60,2,106
12,60,3,78
12,60,3,77
12,60,2,106
12,60,3,77
12,60,2,106
12,60,3,78
12,60,3,78
12,60,2,106
12,60,2,106
12,60,3,77
10,10,1,113
13,10,5,177
13,10,5,177
13,10,5,177
13,10,5,177
13,10,4,92
13,10,4,92
13,10,5,177
13,10,4,92
13,10,5,177
13,10,4,93
13,10,4,93
13,10,4,93
13,10,4,93
13,10,4,93
13,10,5,177
13,10,4,93
13,10,4,93
13,10,4,93
13,10,5,177
13,10,5,177
13,10,5,178
13,20,5,123
13,20,5,123
13,20,5,123
13,20,1,120
13,20,5,123
13,20,5,123
13,20,1,120
13,20,5,123
13,20,1,120
13,20,5,123
13,20,1,121
13,20,5,123
13,20,1,120
13,20,5,123
13,20,1,120
13,20,1,120
13,20,5,123
13,20,1,120
13,20,1,120
13,20,5,123
13,20,1,120
13,20,1,120
13,20,5,123
13,30,5,146
13,30,5,146
13,30,5,146
13,30,5,146
13,30,5,146
13,30,5,146
13,30,5,146
13,30,5,146
13,30,5,146
13,30,5,146
13,30,5,146
13,30,5,147
13,30,5,147
13,30,5,147
13,30,5,147
13,30,5,147
13,30,5,147
13,30,4,58
13,30,4,58
13,30,4,58
13,30,4,58
13,30,4,58
13,30,4,58
13,30,4,58
13,30,4,58
13,30,4,58
13,30,4,58
13,30,4,58
13,30,4,58
13,30,4,59
13,30,4,59
13,30,4,59
13,30,4,59
13,40,4,80
13,40,4,80
13,40,4,80
13,40,4,81
13,40,5,140
13,40,5,140
13,40,5,140
13,40,5,141
13,60,1,146
13,60,1,146
13,60,1,146
13,60,1,146
13,60,1,146
16,50,4,92
16,50,4,92
16,50,4,92
16,50,4,92
16,50,4,93
16,50,4,93
16,60,4,69
16,60,4,69
16,60,4,69
16,60,4,69
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,10,4,82
17,30,4,78
17,30,4,78
17,30,4,78
17,30,4,78
17,30,4,78
17,30,4,78
17,30,4,78
17,30,4,78
17,30,4,78
17,60,2,128
17,60,2,128
17,60,2,128
17,60,2,128
17,60,2,128
17,60,2,128
17,60,2,129
17,60,2,129
17,60,2,129
17,60,2,129
17,60,2,129
17,60,2,129
17,60,2,129
17,60,2,129
17,60,2,129
17,60,2,130
17,60,2,129
17,60,2,129
17,60,2,129
17,60,2,130
17,60,2,130
17,60,2,130
17,60,2,130
17,60,2,130
17,60,2,130
17,60,2,130
17,60,2,130
17,60,2,131
17,60,2,130
17,60,2,131
17,60,2,130
17,60,2,131
17,60,2,131
17,60,2,131
17,60,2,131
18,10,6,154
18,10,6,154
18,10,6,154
18,10,6,155
18,10,6,155
18,10,6,154
18,10,6,155
18,10,6,155
18,10,6,155
18,10,6,155
18,10,6,155
18,10,6,155
18,10,6,156
18,10,6,155
18,10,2,166
18,10,2,165
18,10,6,155
18,10,6,155
18,10,2,165
18,10,6,156
18,10,2,165
18,10,6,156
18,10,6,156
18,10,6,156
18,20,2,138
18,20,2,138
18,20,2,138
18,20,2,138
18,20,6,114
18,20,2,138
18,20,6,114
18,20,2,138
18,20,2,138
18,20,6,114
18,20,6,114
18,20,6,114
18,20,6,114
18,20,6,114
18,20,6,114
18,20,6,114
18,20,6,114
18,20,6,114
18,20,6,114
18,20,6,114
18,20,2,138
18,20,2,138
18,20,2,138
18,20,2,138
18,20,2,138
18,30,2,131
18,30,2,131
18,30,2,131
18,30,2,131
18,30,3,104
18,30,3,104
18,30,3,104
18,30,2,131
18,30,2,132
18,30,2,132
18,30,2,132
18,30,2,132
18,30,2,132
18,30,2,132
18,30,2,132
18,30,2,132
18,40,2,136
18,40,2,136
18,40,2,136
18,40,2,136
18,40,2,136
18,40,2,136
18,40,2,136
18,40,2,136
18,40,2,136
18,40,2,136
18,40,2,136
18,50,1,113
18,50,1,113
18,50,1,114
18,50,1,114
18,50,1,114
18,50,1,114
18,50,1,114
18,50,1,114
18,50,1,114
18,50,1,114
18,50,1,114
18,50,1,114
18,50,1,115
18,50,1,114
18,50,1,115
18,50,1,115
18,50,1,115
18,50,1,115
20,20,2,163
20,20,2,163
20,20,2,164
20,20,2,163
20,20,2,163
20,20,2,163
20,20,2,164
20,20,2,163
20,20,2,163
20,20,2,163
16,40,1,205
16,40,1,206
16,40,1,202
16,40,1,206
16,40,1,205
19,50,1,168
19,50,1,168
19,50,1,168
19,50,1,168
19,50,1,169
19,50,1,168
19,50,1,169
19,50,1,169
19,50,1,168
19,50,1,167
19,50,1,168
19,50,1,169
19,50,1,168
19,50,1,168
19,50,1,168
19,50,1,170
19,50,1,169
19,50,1,169
19,50,1,170
19,50,1,169
20,20,2,129
20,20,2,129
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
20,30,2,135
21,50,1,175
21,50,1,175
21,50,1,176
21,50,1,176
21,50,1,176
21,50,1,175
21,50,1,176
21,50,1,176
13,60,1,212
13,60,1,212
13,60,1,212
13,60,1,214
13,60,1,212
13,60,5,202
13,60,1,213
13,60,5,202
13,60,1,214
13,60,1,213
13,60,5,202
13,60,1,213
13,60,5,202
13,60,5,202
20,10,5,196
20,10,5,196
20,10,5,196
