2019-08-26,5:59:53,1,1,0
2019-08-26,6:00:01,1,2,0
2019-08-26,6:00:13,1,3,0
2019-08-26,6:00:14,1,4,0
2019-08-26,6:00:43,1,5,0
2019-08-26,6:01:06,1,6,0
2019-08-26,6:09:04,5,1,0
2019-08-26,6:09:18,5,2,0
2019-08-26,6:09:20,5,3,0
2019-08-26,6:24:01,5,4,0
2019-08-26,6:24:13,5,5,0
2019-08-26,6:24:18,5,6,0
2019-08-26,6:24:38,5,7,0
2019-08-26,6:24:47,5,8,0
2019-08-26,6:24:49,5,9,0
2019-08-26,6:25:06,5,10,0
2019-08-26,6:25:07,5,11,0
2019-08-26,6:25:08,5,12,0
2019-08-26,6:25:28,5,13,0
2019-08-26,6:25:53,5,14,0
2019-08-26,6:43:03,1,7,0
2019-08-26,6:43:11,1,8,0
2019-08-26,6:43:18,1,9,0
2019-08-26,6:43:24,1,10,0
2019-08-26,6:43:25,1,11,0
2019-08-26,6:43:44,1,12,0
2019-08-26,6:43:48,1,13,0
2019-08-26,6:44:16,1,14,0
2019-08-26,6:44:41,1,15,0
2019-08-26,6:44:58,1,16,0
2019-08-26,6:45:06,1,17,0
2019-08-26,6:45:34,1,18,0
2019-08-26,6:45:57,1,19,0
2019-08-26,6:45:59,1,20,0
2019-08-26,6:46:23,1,21,0
2019-08-26,7:00:19,3,1,1
2019-08-26,7:00:20,3,2,1
2019-08-26,7:02:03,4,1,1
2019-08-26,7:02:23,4,2,1
2019-08-26,7:04:51,1,22,1
2019-08-26,7:04:55,1,23,1
2019-08-26,7:23:52,1,24,0
2019-08-26,7:24:15,1,25,0
2019-08-26,7:24:23,1,26,0
2019-08-26,7:24:25,1,27,0
2019-08-26,7:24:39,1,28,0
2019-08-26,7:25:03,1,29,0
2019-08-26,7:25:08,1,30,0
2019-08-26,7:25:33,1,31,0
2019-08-26,7:26:02,1,32,0
2019-08-26,7:26:14,1,33,0
2019-08-26,7:26:36,1,34,0
2019-08-26,7:27:05,1,35,0
2019-08-26,7:27:13,1,36,0
2019-08-26,7:27:21,1,37,0
2019-08-26,7:27:24,1,38,0
2019-08-26,7:27:53,1,39,0
2019-08-26,7:27:58,1,40,0
2019-08-26,7:28:23,1,41,0
2019-08-26,7:35:37,2,1,0
2019-08-26,7:35:47,2,2,0
2019-08-26,7:36:06,2,3,0
2019-08-26,7:36:23,2,4,0
2019-08-26,7:36:40,2,5,0
2019-08-26,7:37:04,2,6,0
2019-08-26,7:37:17,2,7,0
2019-08-26,7:37:42,2,8,0
2019-08-26,7:41:34,5,15,0
2019-08-26,7:42:00,5,16,0
2019-08-26,7:42:21,5,17,0
2019-08-26,7:42:42,5,18,0
2019-08-26,7:42:52,5,19,0
2019-08-26,7:48:48,5,20,0
2019-08-26,7:49:14,5,21,0
2019-08-26,7:49:23,5,22,0
2019-08-26,7:49:31,5,23,0
2019-08-26,7:49:33,5,24,0
2019-08-26,7:49:50,5,25,0
2019-08-26,7:50:04,5,26,0
2019-08-26,7:50:17,5,27,0
2019-08-26,7:50:18,5,28,0
2019-08-26,7:50:21,5,29,0
2019-08-26,7:50:38,5,30,0
2019-08-26,7:50:45,5,31,0
2019-08-26,7:50:55,5,32,0
2019-08-26,7:55:58,1,42,0
2019-08-26,7:56:11,1,43,0
2019-08-26,7:56:15,1,44,0
2019-08-26,7:56:33,1,45,0
2019-08-26,7:56:53,1,46,0
2019-08-26,7:57:12,1,47,0
2019-08-26,7:57:14,1,48,0
2019-08-26,7:57:17,1,49,0
2019-08-26,7:57:39,1,50,0
2019-08-26,7:58:05,1,51,0
2019-08-26,7:58:16,1,52,0
2019-08-26,7:58:42,1,53,0
2019-08-26,9:09:07,2,9,0
2019-08-26,9:09:18,2,10,0
2019-08-26,9:09:23,2,11,0
2019-08-26,9:09:43,2,12,0
2019-08-26,9:10:01,2,13,0
2019-08-26,9:10:25,2,14,0
2019-08-26,9:10:41,2,15,0
2019-08-26,9:11:08,2,16,0
2019-08-26,9:11:30,2,17,0
2019-08-26,9:11:56,2,18,0
2019-08-26,9:12:14,2,19,0
2019-08-26,9:12:23,2,20,0
2019-08-26,9:12:40,2,21,0
2019-08-26,9:13:03,2,22,0
2019-08-26,9:13:05,2,23,0
2019-08-26,9:13:10,2,24,0
2019-08-26,9:13:11,2,25,0
2019-08-26,9:13:18,2,26,0
2019-08-26,9:13:38,2,27,0
2019-08-26,10:07:56,5,33,0
2019-08-26,10:08:04,5,34,0
2019-08-26,10:08:09,5,35,0
2019-08-26,10:08:37,5,36,0
2019-08-26,10:08:49,5,37,0
2019-08-26,10:09:14,5,38,0
2019-08-26,10:09:24,5,39,0
2019-08-26,10:09:40,5,40,0
2019-08-26,10:09:46,5,41,0
2019-08-26,10:10:12,5,42,0
2019-08-26,10:10:13,5,43,0
2019-08-26,10:10:40,5,44,0
2019-08-26,10:10:49,5,45,0
2019-08-26,10:11:08,5,46,0
2019-08-26,10:11:24,5,47,0
2019-08-26,10:11:49,5,48,0
2019-08-26,11:39:04,1,54,0
2019-08-26,11:39:29,1,55,0
2019-08-26,11:39:54,1,56,0
2019-08-26,11:40:19,1,57,0
2019-08-26,11:40:31,1,58,0
2019-08-26,11:40:47,1,59,0
2019-08-26,11:40:54,1,60,0
2019-08-26,11:40:59,5,49,0
2019-08-26,11:41:01,5,50,0
2019-08-26,11:41:02,5,51,0
2019-08-26,11:41:11,5,52,0
2019-08-26,11:41:11,1,61,0
2019-08-26,11:41:18,1,62,0
2019-08-26,11:41:22,1,63,0
2019-08-26,11:41:38,5,53,0
2019-08-26,11:41:40,1,64,0
2019-08-26,11:41:43,1,65,0
2019-08-26,11:41:52,1,66,0
2019-08-26,11:42:06,5,54,0
2019-08-26,11:42:09,1,67,0
2019-08-26,11:42:09,1,68,0
2019-08-26,11:42:22,5,55,0
2019-08-26,11:42:29,1,69,0
2019-08-26,11:42:30,1,70,0
2019-08-26,11:42:37,5,56,0
2019-08-26,11:42:51,5,57,0
2019-08-26,11:42:57,1,71,0
2019-08-26,11:43:04,1,72,0
2019-08-26,11:43:22,1,73,0
2019-08-26,11:43:25,1,74,0
2019-08-26,11:43:32,1,75,0
2019-08-26,11:43:36,1,76,0
2019-08-26,11:43:46,1,77,0
2019-08-26,11:43:59,1,78,0
2019-08-26,11:44:00,1,79,0
2019-08-26,11:44:12,1,80,0
2019-08-26,11:44:29,1,81,0
2019-08-26,11:44:32,1,82,0
2019-08-26,11:44:39,1,83,0
2019-08-26,11:44:49,1,84,0
2019-08-26,11:44:58,1,85,0
2019-08-26,11:45:06,1,86,0
2019-08-26,11:45:14,1,87,0
2019-08-26,11:45:17,1,88,0
2019-08-26,11:45:35,1,89,0
2019-08-26,11:45:47,1,90,0
2019-08-26,11:45:49,5,58,0
2019-08-26,11:45:49,1,91,0
2019-08-26,11:45:54,1,92,0
2019-08-26,11:46:10,5,59,0
2019-08-26,11:46:13,5,60,0
2019-08-26,11:46:15,5,61,0
2019-08-26,11:46:20,1,93,0
2019-08-26,11:46:38,5,62,0
2019-08-26,11:46:40,5,63,0
2019-08-26,11:46:47,5,64,0
2019-08-26,11:47:00,5,65,0
2019-08-26,11:47:11,5,66,0
2019-08-26,11:47:20,5,67,0
2019-08-26,11:47:30,5,68,0
2019-08-26,11:47:32,5,69,0
2019-08-26,11:47:47,5,70,0
2019-08-26,11:47:52,5,71,0
2019-08-26,11:47:52,5,72,0
2019-08-26,11:47:53,5,73,0
2019-08-26,11:47:59,5,74,0
2019-08-26,11:48:03,5,75,0
2019-08-26,11:48:10,5,76,0
2019-08-26,11:48:11,5,77,0
2019-08-26,11:48:13,5,78,0
2019-08-26,11:48:24,5,79,0
2019-08-26,11:48:25,5,80,0
2019-08-26,11:48:41,5,81,0
2019-08-26,11:48:51,5,82,0
2019-08-26,11:48:54,5,83,0
2019-08-26,11:49:10,5,84,0
2019-08-26,11:49:17,5,85,0
2019-08-26,11:49:22,5,86,0
2019-08-26,11:49:26,5,87,0
2019-08-26,11:49:27,5,88,0
2019-08-26,11:49:31,5,89,0
2019-08-26,11:49:36,5,90,0
2019-08-26,11:49:50,5,91,0
2019-08-26,11:50:00,5,92,0
2019-08-26,11:50:17,5,93,0
2019-08-26,11:50:28,5,94,0
2019-08-26,11:50:53,5,95,0
2019-08-26,11:51:10,5,96,0
2019-08-26,11:51:26,5,97,0
2019-08-26,11:59:23,5,98,0
2019-08-26,11:59:48,5,99,0
2019-08-26,12:00:13,5,100,0
2019-08-26,12:00:14,5,101,0
2019-08-26,12:00:40,5,102,0
2019-08-26,12:00:47,5,103,0
2019-08-26,12:00:49,5,104,0
2019-08-26,12:00:53,5,105,0
2019-08-26,12:01:14,5,106,0
2019-08-26,12:01:21,5,107,0
2019-08-26,12:30:54,4,3,0
2019-08-26,12:31:18,4,4,0
2019-08-26,12:31:32,4,5,0
2019-08-26,12:31:48,4,6,0
2019-08-26,12:31:50,4,7,0
2019-08-26,12:32:13,4,8,0
2019-08-26,12:32:31,4,9,0
2019-08-26,12:32:54,4,10,0
2019-08-26,13:07:26,1,94,0
2019-08-26,13:07:28,1,95,0
2019-08-26,13:07:38,1,96,0
2019-08-26,13:07:46,1,97,0
2019-08-26,13:07:49,1,98,0
2019-08-26,13:08:13,1,99,0
2019-08-26,13:08:30,1,100,0
2019-08-26,13:08:51,1,101,0
2019-08-26,13:09:20,1,102,0
2019-08-26,13:09:27,1,103,0
2019-08-26,13:09:53,1,104,0
2019-08-26,13:09:54,1,105,0
2019-08-26,13:09:57,1,106,0
2019-08-26,13:10:18,1,107,0
2019-08-26,13:10:33,1,108,0
2019-08-26,13:10:39,1,109,0
2019-08-26,13:10:49,3,3,0
2019-08-26,13:11:04,1,110,0
2019-08-26,13:11:07,3,4,0
2019-08-26,13:11:16,1,111,0
